source;title;company;location;workload;published;url;scraped_at
LinkedIn;Manager, Financial Services - Audit;Deloitte;Zurich, Zurich, Switzerland;N/A;2026-03-31;https://ch.linkedin.com/jobs/view/manager-financial-services-audit-at-deloitte-4383715007;2026-04-01T10:04:36.258956
LinkedIn;Trading Application Owner OMS;coni+partner AG;Zurich, Zurich, Switzerland;N/A;2026-03-31;https://ch.linkedin.com/jobs/view/trading-application-owner-oms-at-coni%2Bpartner-ag-4395620025;2026-04-01T10:04:39.759193
LinkedIn;Applikationsexpert:in Financial Crime Compliance;Zürcher Kantonalbank;Zurich, Zurich, Switzerland;N/A;2026-03-31;https://ch.linkedin.com/jobs/view/applikationsexpert-in-financial-crime-compliance-at-z%C3%BCrcher-kantonalbank-4382053935;2026-04-01T10:04:42.258480
LinkedIn;Relationship Manager / Private Banker;Tiger Recruitment;Zurich, Switzerland;N/A;2026-03-31;https://ch.linkedin.com/jobs/view/relationship-manager-private-banker-at-tiger-recruitment-4393571628;2026-04-01T10:04:52.730757
LinkedIn;KYC Specialist (F/M/X);Deutsche Bank;Zurich, Zurich, Switzerland;N/A;2026-03-31;https://ch.linkedin.com/jobs/view/kyc-specialist-f-m-x-at-deutsche-bank-4373869688;2026-04-01T10:04:52.730869
LinkedIn;Relationship Manager, Director (Brazil);Deutsche Bank;Zurich, Zurich, Switzerland;N/A;2026-03-31;https://ch.linkedin.com/jobs/view/relationship-manager-director-brazil-at-deutsche-bank-4393902737;2026-04-01T10:05:11.910341
LinkedIn;Senior Private Banker / External Asset Manager;HRTP;Zurich, Switzerland;N/A;2026-03-31;https://ch.linkedin.com/jobs/view/senior-private-banker-external-asset-manager-at-hrtp-4395862537;2026-04-01T10:05:19.015253
LinkedIn;Senior Relationship Manager – Private Wealth (Switzerland);Camp de Base;Zurich, Zurich, Switzerland;N/A;2026-03-31;https://ch.linkedin.com/jobs/view/senior-relationship-manager-%E2%80%93-private-wealth-switzerland-at-camp-de-base-4393270672;2026-04-01T10:05:19.015362
LinkedIn;Conseiller-ère à la clientèle de base (F/H) Genève;Bank Cler;Genève, Geneva, Switzerland;N/A;2026-03-31;https://ch.linkedin.com/jobs/view/conseiller-%C3%A8re-%C3%A0-la-client%C3%A8le-de-base-f-h-gen%C3%A8ve-at-bank-cler-4392198714;2026-04-01T10:05:31.409062
LinkedIn;Emerging Markets Financial and Real Estate Equities Analyst;Vontobel;Zurich, Zurich, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/emerging-markets-financial-and-real-estate-equities-analyst-at-vontobel-4395068219;2026-04-01T10:03:32.491671
LinkedIn;Privatkunden-Beraterin, Privatkunden-Berater (a);Aargauische Kantonalbank;Seengen, Aargau, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/privatkunden-beraterin-privatkunden-berater-a-at-aargauische-kantonalbank-4392577780;2026-04-01T10:03:59.825544
LinkedIn;Investment Controller:in (befristete Anstellung);Swisscanto Fund Management Company Ltd.;Zurich, Zurich, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/investment-controller-in-befristete-anstellung-at-swisscanto-fund-management-company-ltd-4392585200;2026-04-01T10:04:15.371096
LinkedIn;University Graduate – Multi-Asset Portfolio Manager 100% (f/m/d);Julius Baer;Zurich, Zurich, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/university-graduate-%E2%80%93-multi-asset-portfolio-manager-100%25-f-m-d-at-julius-baer-4392943696;2026-04-01T10:04:25.347394
LinkedIn;(Junior & Senior) Compliance Officer KYC - Private Banking;Swisslinx;Zurich, Zurich, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/junior-senior-compliance-officer-kyc-private-banking-at-swisslinx-4391876038;2026-04-01T10:04:36.258737
LinkedIn;Kundenberater*in Beratungszentrum Consulting / Compliance 60 – 100%;St. Galler Kantonalbank AG;St Gallen, St Gallen, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/kundenberater-in-beratungszentrum-consulting-compliance-60-%E2%80%93-100%25-at-st-galler-kantonalbank-ag-4391834539;2026-04-01T10:04:42.258369
LinkedIn;Compliance KYC Support;albedis;Zurich, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/compliance-kyc-support-at-albedis-4392936274;2026-04-01T10:04:52.730051
LinkedIn;Senior Private Banker (a);Talentana AG;Zurich, Zurich, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/senior-private-banker-a-at-talentana-ag-4365749869;2026-04-01T10:04:52.730407
LinkedIn;Relationship Manager – Multi-Family Office;KeyPartners;Zurich, Zurich, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/relationship-manager-%E2%80%93-multi-family-office-at-keypartners-4379655585;2026-04-01T10:05:19.015035
LinkedIn;Trainee Banking (w/m/d) - Studentjob.ch;Jobster;Lucerne, Lucerne, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/trainee-banking-w-m-d-studentjob-ch-at-jobster-4391839296;2026-04-01T10:05:31.409397
LinkedIn;Investment Banking Associate;TopRecroot;Zurich, Switzerland;N/A;2026-03-30;https://ch.linkedin.com/jobs/view/investment-banking-associate-at-toprecroot-4392915947;2026-04-01T10:05:43.604435
LinkedIn;Associate Director, EUCAN Regulatory Lead - Oncology;Takeda;Zurich, Zurich, Switzerland;N/A;2026-03-28;https://ch.linkedin.com/jobs/view/associate-director-eucan-regulatory-lead-oncology-at-takeda-4371707888;2026-04-01T10:03:50.179922
LinkedIn;Senior Private Bankers - Emerging Markets;Ateca Consulting;Zurich, Switzerland;N/A;2026-03-28;https://ch.linkedin.com/jobs/view/senior-private-bankers-emerging-markets-at-ateca-consulting-4391634379;2026-04-01T10:05:22.322581
LinkedIn;Investor Relations Intern;Swiss Finance;Zurich, Switzerland;N/A;2026-03-28;https://ch.linkedin.com/jobs/view/investor-relations-intern-at-swiss-finance-4391629506;2026-04-01T10:05:52.512077
LinkedIn;Cloud Business Analyst (m/w/d);Schaffhauser Kantonalbank;Schaffhausen, Schaffhausen, Switzerland;N/A;2026-03-27;https://ch.linkedin.com/jobs/view/cloud-business-analyst-m-w-d-at-schaffhauser-kantonalbank-4385462232;2026-04-01T10:03:27.462250
LinkedIn;Analyst, Investment Banking (Zurich based);Jefferies;Zurich, Switzerland;N/A;2026-03-27;https://ch.linkedin.com/jobs/view/analyst-investment-banking-zurich-based-at-jefferies-4391202268;2026-04-01T10:03:32.490947
LinkedIn;Business Analyst;Tata Consultancy Services;Zurich, Switzerland;N/A;2026-03-27;https://ch.linkedin.com/jobs/view/business-analyst-at-tata-consultancy-services-4390954054;2026-04-01T10:03:36.333547
LinkedIn;Investment Controller;Lombard Odier Investment Managers;Geneva, Switzerland;N/A;2026-03-27;https://ch.linkedin.com/jobs/view/investment-controller-at-lombard-odier-investment-managers-4392699947;2026-04-01T10:04:19.055284
LinkedIn;Real Estate Asset Manager / Berater;Stellos AG;Zurich, Zurich, Switzerland;N/A;2026-03-27;https://ch.linkedin.com/jobs/view/real-estate-asset-manager-berater-at-stellos-ag-4388758125;2026-04-01T10:04:31.389547
LinkedIn;Leiter/in Marketing & Kommunikation (m/w/d);Schaffhauser Kantonalbank;Schaffhausen, Schaffhausen, Switzerland;N/A;2026-03-27;https://ch.linkedin.com/jobs/view/leiter-in-marketing-kommunikation-m-w-d-at-schaffhauser-kantonalbank-4392295026;2026-04-01T10:04:42.258033
LinkedIn;Senior Treasurer;Audi Revolut F1 Team;Hinwil, Zurich, Switzerland;N/A;2026-03-27;https://ch.linkedin.com/jobs/view/senior-treasurer-at-audi-revolut-f1-team-4380407422;2026-04-01T10:05:03.968609
LinkedIn;Risk & Credit Officer;QNB Group;Geneva, Switzerland;N/A;2026-03-27;https://ch.linkedin.com/jobs/view/risk-credit-officer-at-qnb-group-4391586788;2026-04-01T10:05:08.469855
LinkedIn;Relationship Manager, Director (Geneva);Deutsche Bank;Geneva, Geneva, Switzerland;N/A;2026-03-27;https://ch.linkedin.com/jobs/view/relationship-manager-director-geneva-at-deutsche-bank-4391776368;2026-04-01T10:05:11.910910
LinkedIn;GPS Associate: Strategy Associate GPS, Zurich 100% (f/m/d);Julius Baer;Zurich, Zurich, Switzerland;N/A;2026-03-26;https://ch.linkedin.com/jobs/view/gps-associate-strategy-associate-gps-zurich-100%25-f-m-d-at-julius-baer-4370366700;2026-04-01T10:03:54.332174
LinkedIn;Senior Erbschaftsberater:in Willensvollstreckungen;Zürcher Kantonalbank;Zurich, Zurich, Switzerland;N/A;2026-03-26;https://ch.linkedin.com/jobs/view/senior-erbschaftsberater-in-willensvollstreckungen-at-z%C3%BCrcher-kantonalbank-4390555079;2026-04-01T10:03:59.825438
LinkedIn;Hunter Banker - Central & Eastern Europe - Private Banking;JobCourier;Zurich, Zurich, Switzerland;N/A;2026-03-26;https://ch.linkedin.com/jobs/view/hunter-banker-central-eastern-europe-private-banking-at-jobcourier-4390695674;2026-04-01T10:04:25.348088
LinkedIn;Senior Relationship Manager 80-100%;Michael Page;Zurich, Zurich, Switzerland;N/A;2026-03-26;https://ch.linkedin.com/jobs/view/senior-relationship-manager-80-100%25-at-michael-page-4391163267;2026-04-01T10:04:52.730515
LinkedIn;Senior Händler:in Delta-1;Zürcher Kantonalbank;Zurich, Zurich, Switzerland;N/A;2026-03-26;https://ch.linkedin.com/jobs/view/senior-h%C3%A4ndler-in-delta-1-at-z%C3%BCrcher-kantonalbank-4379387820;2026-04-01T10:05:01.117660
LinkedIn;Senior Relationship Manager;JCW Group;Zürich Metropolitan Area;N/A;2026-03-26;https://ch.linkedin.com/jobs/view/senior-relationship-manager-at-jcw-group-4391096585;2026-04-01T10:05:11.910801
LinkedIn;International Private Bank, Private Banker, Turkey;JPMorganChase;Geneva, Geneva, Switzerland;N/A;2026-03-25;https://ch.linkedin.com/jobs/view/international-private-bank-private-banker-turkey-at-jpmorganchase-4264175152;2026-04-01T10:04:08.051923
LinkedIn;Software Engineer in Asset Management (m/w/d);Zürcher Kantonalbank;Zurich, Zurich, Switzerland;N/A;2026-03-25;https://ch.linkedin.com/jobs/view/software-engineer-in-asset-management-m-w-d-at-z%C3%BCrcher-kantonalbank-4389694255;2026-04-01T10:04:15.370743
LinkedIn;Vice President – Private Debt Evergreen Portfolio Management;StepStone Group;Zurich, Zurich, Switzerland;N/A;2026-03-25;https://ch.linkedin.com/jobs/view/vice-president-%E2%80%93-private-debt-evergreen-portfolio-management-at-stepstone-group-4390128856;2026-04-01T10:04:22.544420
LinkedIn;International Private Bank, Associate Client Advisor - Swiss Onshore Market;JPMorganChase;Zurich, Zurich, Switzerland;N/A;2026-03-25;https://ch.linkedin.com/jobs/view/international-private-bank-associate-client-advisor-swiss-onshore-market-at-jpmorganchase-4380358168;2026-04-01T10:04:22.545018
LinkedIn;International Private Bank, Associate Client Advisor - Swiss Onshore Market - Geneve;JPMorganChase;Geneva, Geneva, Switzerland;N/A;2026-03-25;https://ch.linkedin.com/jobs/view/international-private-bank-associate-client-advisor-swiss-onshore-market-geneve-at-jpmorganchase-4389976818;2026-04-01T10:04:22.545126
LinkedIn;Associate Client Portfolio Manager (French Desk);Ebury;Zurich, Zurich, Switzerland;N/A;2026-03-25;https://ch.linkedin.com/jobs/view/associate-client-portfolio-manager-french-desk-at-ebury-4380364656;2026-04-01T10:04:25.347979
LinkedIn;Portfolio Monitoring Team Lead;LGT Capital Partners;Pfäffikon, Zurich, Switzerland;N/A;2026-03-25;https://ch.linkedin.com/jobs/view/portfolio-monitoring-team-lead-at-lgt-capital-partners-4354345498;2026-04-01T10:04:36.258149
LinkedIn;Leiter:in IT-Architektur;Zürcher Kantonalbank;Zurich, Zurich, Switzerland;N/A;2026-03-25;https://ch.linkedin.com/jobs/view/leiter-in-it-architektur-at-z%C3%BCrcher-kantonalbank-4378543495;2026-04-01T10:05:01.117531
LinkedIn;Relationship Manager, Middle East;Deutsche Bank;Geneva, Geneva, Switzerland;N/A;2026-03-25;https://ch.linkedin.com/jobs/view/relationship-manager-middle-east-at-deutsche-bank-4380595051;2026-04-01T10:05:11.909889
LinkedIn;Senior Relationship Manager – Private Banking;Redstone Search Group;Zurich, Switzerland;N/A;2026-03-25;https://ch.linkedin.com/jobs/view/senior-relationship-manager-%E2%80%93-private-banking-at-redstone-search-group-4389997859;2026-04-01T10:05:11.910017
LinkedIn;Business Analyst - Payments;JCW Group;Zurich, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/business-analyst-payments-at-jcw-group-4389483595;2026-04-01T10:03:36.333330
LinkedIn;Research Associate in Private Equity (m/w/d);University of St.Gallen;Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/research-associate-in-private-equity-m-w-d-at-university-of-st-gallen-4385359208;2026-04-01T10:03:54.331716
LinkedIn;GPS Associate Programme: Junior Wealth Planner Taxation Switzerland, Zurich, 100% (f/m/d);Julius Baer;Zurich, Zurich, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/gps-associate-programme-junior-wealth-planner-taxation-switzerland-zurich-100%25-f-m-d-at-julius-baer-4363788493;2026-04-01T10:03:54.332066
LinkedIn;Private Banker – Geneva;Redstone Search Group;Geneva, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/private-banker-%E2%80%93-geneva-at-redstone-search-group-4389475384;2026-04-01T10:04:08.051343
LinkedIn;Indexed Investments and Solutions;MSCI Inc.;Zurich, Zurich, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/indexed-investments-and-solutions-at-msci-inc-4361898711;2026-04-01T10:04:22.544902
LinkedIn;Junior Equity Quantitative Researcher;Selby Jennings;Zug, Zug, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/junior-equity-quantitative-researcher-at-selby-jennings-4389489061;2026-04-01T10:04:25.347620
LinkedIn;Teamleiter Immobilienbewirtschaftung gemischtes Portfolio (m/w/d);Onyx Circle;Aargau, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/teamleiter-immobilienbewirtschaftung-gemischtes-portfolio-m-w-d-at-onyx-circle-4378839847;2026-04-01T10:04:36.258272
LinkedIn;Fachspezialist:in Überwachung Delegierte;Swisscanto Fund Management Company Ltd.;Zurich, Zurich, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/fachspezialist-in-%C3%BCberwachung-delegierte-at-swisscanto-fund-management-company-ltd-4377763166;2026-04-01T10:04:42.258144
LinkedIn;Kundenberaterin / Kundenberater Kundencenter Gemeinschaften (a);Berner Kantonalbank AG;Liebefeld, Berne, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/kundenberaterin-kundenberater-kundencenter-gemeinschaften-a-at-berner-kantonalbank-ag-4389520423;2026-04-01T10:04:42.258592
LinkedIn;Business Process Excellence Analyst 100% (f/m/d);Julius Baer;Zurich, Zurich, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/business-process-excellence-analyst-100%25-f-m-d-at-julius-baer-4370934147;2026-04-01T10:04:52.730622
LinkedIn;Senior Relationship Manager – Middle East Clients;Altus Search Ltd;Zurich, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/senior-relationship-manager-%E2%80%93-middle-east-clients-at-altus-search-ltd-4389553734;2026-04-01T10:05:22.322034
LinkedIn;Senior Relationship Manager – Swiss Clients;Altus Search Ltd;Zurich, Switzerland;N/A;2026-03-24;https://ch.linkedin.com/jobs/view/senior-relationship-manager-%E2%80%93-swiss-clients-at-altus-search-ltd-4389570124;2026-04-01T10:05:22.322147
LinkedIn;Business Analyst, Fraud;Vyntra Global;Yverdon, Vaud, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/business-analyst-fraud-at-vyntra-global-4387079280;2026-04-01T10:03:32.491895
LinkedIn;Business Analyst SIT - Transact (T24/Temenos);HCLTech;Zurich, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/business-analyst-sit-transact-t24-temenos-at-hcltech-4387093225;2026-04-01T10:03:36.333114
LinkedIn;Privatkundenberater/in Senior;Zuger Kantonalbank;Risch-Rotkreuz, Zug, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/privatkundenberater-in-senior-at-zuger-kantonalbank-4387027754;2026-04-01T10:03:59.824632
LinkedIn;Private Banker;Ateca Consulting;Zurich, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/private-banker-at-ateca-consulting-4388970571;2026-04-01T10:04:08.051226
LinkedIn;Senior Program Manager;Apexon;Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/senior-program-manager-at-apexon-4388939768;2026-04-01T10:04:19.055177
LinkedIn;Head of Corporate Finance;Trafigura;Geneva, Geneva, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/head-of-corporate-finance-at-trafigura-4386686326;2026-04-01T10:04:19.055870
LinkedIn;Asset Manager.in;CIC (Switzerland);Basel, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/asset-manager-in-at-cic-switzerland-4389219060;2026-04-01T10:04:25.347508
LinkedIn;Sachbearbeiter/in Kundendatencenter (m/w/d);Schaffhauser Kantonalbank;Schaffhausen, Schaffhausen, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/sachbearbeiter-in-kundendatencenter-m-w-d-at-schaffhauser-kantonalbank-4380804236;2026-04-01T10:04:42.258730
LinkedIn;Operations, Wealth Management, Rolling Review, Vice President – Zurich;Goldman Sachs;Zurich, Zurich, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/operations-wealth-management-rolling-review-vice-president-%E2%80%93-zurich-at-goldman-sachs-4388990905;2026-04-01T10:04:52.730183
LinkedIn;Product Owner – Risk & Compliance (CRM Platform);Lombard Odier Group;Geneva, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/product-owner-%E2%80%93-risk-compliance-crm-platform-at-lombard-odier-group-4356245240;2026-04-01T10:04:52.730298
LinkedIn;Senior Relationship Manager - Banking;TalentCloud Group Recruitment;Zurich, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/senior-relationship-manager-banking-at-talentcloud-group-recruitment-4389095847;2026-04-01T10:05:11.910559
LinkedIn;Vermögensverwalter;TalentCloud Group Recruitment;Zürich Metropolitan Area;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/verm%C3%B6gensverwalter-at-talentcloud-group-recruitment-4389204361;2026-04-01T10:05:19.015825
LinkedIn;Private Asset Specialist (80-100%) (6-month contract);Lombard Odier Group;Geneva, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/private-asset-specialist-80-100%25-6-month-contract-at-lombard-odier-group-4379326698;2026-04-01T10:05:36.778348
LinkedIn;Client Platform Advisor – Banking Technology (Junior) (80–100%);Lombard Odier Group;Geneva, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/client-platform-advisor-%E2%80%93-banking-technology-junior-80%E2%80%93100%25-at-lombard-odier-group-4387523281;2026-04-01T10:06:15.621966
LinkedIn;Junior Business Analyst - Client Platform Advisory (80-100%);Lombard Odier Group;Geneva, Switzerland;N/A;2026-03-23;https://ch.linkedin.com/jobs/view/junior-business-analyst-client-platform-advisory-80-100%25-at-lombard-odier-group-4387520341;2026-04-01T10:06:15.622073
LinkedIn;GPS Associate: Junior Wealth Planner Succession Switzerland, Zurich, 100% (f/m/d);Julius Baer;Zurich, Zurich, Switzerland;N/A;2026-03-22;https://ch.linkedin.com/jobs/view/gps-associate-junior-wealth-planner-succession-switzerland-zurich-100%25-f-m-d-at-julius-baer-4363788494;2026-04-01T10:03:54.331840
LinkedIn;Consultant Asset Management (80-100%);McDonald's;Crissier, Vaud, Switzerland;N/A;2026-03-21;https://ch.linkedin.com/jobs/view/consultant-asset-management-80-100%25-at-mcdonald-s-4386123307;2026-04-01T10:03:32.491543
LinkedIn;Junior Wealth Planning Advisor, 100% (f/m/d);Julius Baer;Geneva, Geneva, Switzerland;N/A;2026-03-21;https://ch.linkedin.com/jobs/view/junior-wealth-planning-advisor-100%25-f-m-d-at-julius-baer-4379245822;2026-04-01T10:04:05.127961
LinkedIn;Kundenberater Private Equity/ Venture Capital (100%);Nordstein AG;Zurich, Zurich, Switzerland;N/A;2026-03-21;https://ch.linkedin.com/jobs/view/kundenberater-private-equity-venture-capital-100%25-at-nordstein-ag-4386157406;2026-04-01T10:04:05.128190
LinkedIn;Senior Legal Counsel Client Channels und Procurement (m/w/d);Zürcher Kantonalbank;Zurich, Zurich, Switzerland;N/A;2026-03-21;https://ch.linkedin.com/jobs/view/senior-legal-counsel-client-channels-und-procurement-m-w-d-at-z%C3%BCrcher-kantonalbank-4361402933;2026-04-01T10:04:42.258841
LinkedIn;Wealth Planner (f/m/x);Deutsche Bank;Zurich, Zurich, Switzerland;N/A;2026-03-20;https://ch.linkedin.com/jobs/view/wealth-planner-f-m-x-at-deutsche-bank-4369289654;2026-04-01T10:04:05.127835
LinkedIn;Wealth Advisor Platform Partnership;Everon AG;Zurich, Switzerland;N/A;2026-03-20;https://ch.linkedin.com/jobs/view/wealth-advisor-platform-partnership-at-everon-ag-4388340374;2026-04-01T10:04:05.128770
LinkedIn;Regulatory Counsel (Private Bank);Revolut;Zürich Metropolitan Area;N/A;2026-03-20;https://ch.linkedin.com/jobs/view/regulatory-counsel-private-bank-at-revolut-4359108694;2026-04-01T10:04:22.544532
LinkedIn;Segment Manager mit Fokus Firmenkunden (m/w/d);Zürcher Kantonalbank;Zurich, Zurich, Switzerland;N/A;2026-03-20;https://ch.linkedin.com/jobs/view/segment-manager-mit-fokus-firmenkunden-m-w-d-at-z%C3%BCrcher-kantonalbank-4374511509;2026-04-01T10:05:01.117780
LinkedIn;Sr. Private Banker - Turkey;QNB Group;Geneva, Switzerland;N/A;2026-03-20;https://ch.linkedin.com/jobs/view/sr-private-banker-turkey-at-qnb-group-4385755299;2026-04-01T10:05:22.322256
LinkedIn;Senior Relationship Manager;Everon AG;Zurich, Switzerland;N/A;2026-03-20;https://ch.linkedin.com/jobs/view/senior-relationship-manager-at-everon-ag-4388336546;2026-04-01T10:05:22.322361
LinkedIn;Internship – Fixed Income Sales and Trading (f/m/x);Deutsche Bank;Zurich, Zurich, Switzerland;N/A;2026-03-20;https://ch.linkedin.com/jobs/view/internship-%E2%80%93-fixed-income-sales-and-trading-f-m-x-at-deutsche-bank-4388521731;2026-04-01T10:05:43.604915
LinkedIn;Summer Internship 2026 – Structured Products PB Sales 100% (f/m/d);Julius Baer;Zurich, Zurich, Switzerland;N/A;2026-03-20;https://ch.linkedin.com/jobs/view/summer-internship-2026-%E2%80%93-structured-products-pb-sales-100%25-f-m-d-at-julius-baer-4386326259;2026-04-01T10:06:15.622178
LinkedIn;Junior Analyst – Hedge Fund & Asset Management;Taranis;Geneva, Switzerland;N/A;2026-03-19;https://ch.linkedin.com/jobs/view/junior-analyst-%E2%80%93-hedge-fund-asset-management-at-taranis-4387680548;2026-04-01T10:03:32.491316
LinkedIn;Financial Crime Compliance Manager (Wealth & Trading);Revolut;Zürich Metropolitan Area;N/A;2026-03-19;https://ch.linkedin.com/jobs/view/financial-crime-compliance-manager-wealth-trading-at-revolut-4328971315;2026-04-01T10:04:05.128881
LinkedIn;Relationship Manager HNWI (m/w/d);Zürcher Kantonalbank;Zurich, Zurich, Switzerland;N/A;2026-03-19;https://ch.linkedin.com/jobs/view/relationship-manager-hnwi-m-w-d-at-z%C3%BCrcher-kantonalbank-4385459789;2026-04-01T10:05:01.117306
